:ID,:LABEL,title,identifier
col-b48a9c23-08f2-4b27-aa39-1f649881f73a,Collection,Cloud Computing and System Administration_APRIL.2023,b48a9c23-08f2-4b27-aa39-1f649881f73a
col-b4b47ae0-cf00-403e-a2b0-d2eb5832b583,Collection,"Merchandise Processor, April 2023",b4b47ae0-cf00-403e-a2b0-d2eb5832b583
col-b579d273-c253-4c43-b261-ea5e0011b351,Collection,General and Operations Managers_Dec.2022,b579d273-c253-4c43-b261-ea5e0011b351
col-b5b99d44-9feb-4588-8f35-291aa148101c,Collection,Organizational Leadership_Aug. 2023,b5b99d44-9feb-4588-8f35-291aa148101c
col-b6fe4eea-e837-490e-8d56-592e885f27be,Collection,"Transferable Skills for Leaders, April 2023",b6fe4eea-e837-490e-8d56-592e885f27be
col-b7b4ff91-91c6-46fc-a51b-8788373700b5,Collection,Curriculum and Instruction_Apr.2023,b7b4ff91-91c6-46fc-a51b-8788373700b5
col-b90fc882-6989-41d0-b519-21f43a97ebda,Collection,Teachers College Core Dispositions_Oct.2023,b90fc882-6989-41d0-b519-21f43a97ebda
col-b9cfb7c4-081c-4943-83e7-ec74e96b8c0b,Collection,Postsecondary Educators_Dec.2022,b9cfb7c4-081c-4943-83e7-ec74e96b8c0b
col-ba52215b-5cae-4ce6-93de-a8684bb8bf56,Collection,Computer Programmers_Dec.2022,ba52215b-5cae-4ce6-93de-a8684bb8bf56
col-be4df083-3d11-47b9-9d83-b6d0ef5e95fa,Collection,Core Educational Technology Standards_Dec.2023,be4df083-3d11-47b9-9d83-b6d0ef5e95fa
col-bf4b7cca-86cd-4a53-9428-03d4fe329ade,Collection,Medical Records Specialists_JAN.2023,bf4b7cca-86cd-4a53-9428-03d4fe329ade
col-c01428a9-e473-49f3-bd31-447463116412,Collection,DRAFT Systems Thinking Skills,c01428a9-e473-49f3-bd31-447463116412
col-c05f7db5-e97f-4404-ba52-11adafa48301,Collection,WGU Peer-Near-Peer,c05f7db5-e97f-4404-ba52-11adafa48301
col-c0833f1c-809a-4003-9829-348332a49983,Collection,Information Technology Management_May.2023,c0833f1c-809a-4003-9829-348332a49983
col-c1f15e46-8a34-4e98-a923-1c5312906463,Collection,Microcredential in Information Technology Management_February.2022,c1f15e46-8a34-4e98-a923-1c5312906463
col-c27a9cfa-2958-4f9c-9b87-d21915606463,Collection,Secondary School Teachers_Dec.2022,c27a9cfa-2958-4f9c-9b87-d21915606463
col-c2c240cd-7a5c-4ff6-ad4b-3f9bea0f580b,Collection,MSHEdL_Sept.2022,c2c240cd-7a5c-4ff6-ad4b-3f9bea0f580b
col-c3ca5d0c-5821-4048-8567-82246a7c0817,Collection,Instructional Coaches_Nov.2023,c3ca5d0c-5821-4048-8567-82246a7c0817
col-c3e0ab85-fea5-42ef-9461-cbcb9e2bc838,Collection,"Tax Examiners and Collectors, and Revenue Agents_May.2023",c3e0ab85-fea5-42ef-9461-cbcb9e2bc838
col-c3ebefcb-6e28-49e6-b965-eb8513298384,Collection,Social Emotional Learning (SEL): Career Readiness_June.2023,c3ebefcb-6e28-49e6-b965-eb8513298384
col-c400c581-b52e-406c-8abb-f33543c3c92b,Collection,USAF Air Advisors,c400c581-b52e-406c-8abb-f33543c3c92b
col-c53cb96a-46a7-4e87-bff8-31ad199c95eb,Collection,Instructional Design: Adult Education and Training_Dec.2022,c53cb96a-46a7-4e87-bff8-31ad199c95eb
col-c70c6c0d-9598-4a73-8b8a-ebc6f142990f,Collection,ProCore UG_SoE.Apr.2023,c70c6c0d-9598-4a73-8b8a-ebc6f142990f
col-c74deedd-3a46-4e82-b45f-eca6aca3a87d,Collection,"Diversity, Equity, and Inclusion (DEI): Career Readiness_July.2023",c74deedd-3a46-4e82-b45f-eca6aca3a87d
col-c8a33205-757c-42d5-a189-8a8d031f2f71,Collection,Elementary and Middle School Teachers_Dec.2022,c8a33205-757c-42d5-a189-8a8d031f2f71
col-ca120f25-a61c-41c7-b4c5-2e0b3393fe95,Collection,Educational Administrators and Leaders: K-12_Apr.2023,ca120f25-a61c-41c7-b4c5-2e0b3393fe95
col-ca86bc8b-d599-4ec8-9728-ce9da8601ea1,Collection,Psychology,ca86bc8b-d599-4ec8-9728-ce9da8601ea1
col-cc9d0f02-d8a3-459a-9339-943144ea8a0a,Collection,Data Engineer_JUN.2023,cc9d0f02-d8a3-459a-9339-943144ea8a0a
col-d04e8d62-0a11-4ea6-bb43-b2d69487fbbd,Collection,Business Core_April.2023,d04e8d62-0a11-4ea6-bb43-b2d69487fbbd
col-d0ae6eb2-b356-4a9c-bdea-c18ad44b7a90,Collection,Psychology_Sept.2023,d0ae6eb2-b356-4a9c-bdea-c18ad44b7a90
col-d1750e80-5128-4364-8e9f-4ddc7b0e947e,Collection,Leadership_March.2022,d1750e80-5128-4364-8e9f-4ddc7b0e947e
col-d1e0fd24-55e0-45c0-8200-0c3b3e97862d,Collection,Lead Skills Architect_Mar.2023,d1e0fd24-55e0-45c0-8200-0c3b3e97862d
col-d3396ea9-1ad0-457e-a9c9-7a172aed5bd0,Collection,Healthcare Social Workers_JUNE.2023,d3396ea9-1ad0-457e-a9c9-7a172aed5bd0
col-d42936ec-5de3-4438-81b3-93eedcb353fa,Collection,Cultural Beliefs (Sherri Draft),d42936ec-5de3-4438-81b3-93eedcb353fa
col-d50add3a-7c9d-4232-8754-fb8f6487c4d4,Collection,Literacy Professionals_Oct.2023,d50add3a-7c9d-4232-8754-fb8f6487c4d4
col-dbace5f2-e8da-4c9a-9d7b-2896cb1d84d4,Collection,WGU Coaching Faculty,dbace5f2-e8da-4c9a-9d7b-2896cb1d84d4
col-dbc2478f-3e96-4ed2-bc15-0b766307d754,Collection,JSA_Project Management_Feb.2024,dbc2478f-3e96-4ed2-bc15-0b766307d754
col-dc2fa66e-fcb2-487b-a41a-0dc3a92b28a4,Collection,Cloud Engineer_People & Talent,dc2fa66e-fcb2-487b-a41a-0dc3a92b28a4
col-e162c5ae-c21b-40ff-96c4-6ca83e236333,Collection,"Compensation, Benefits, and Job Analysis Specialists_May.2023",e162c5ae-c21b-40ff-96c4-6ca83e236333
col-e184627b-cf2c-4d07-8d72-294069ca15cd,Collection,Data Analysts_Mar.2023,e184627b-cf2c-4d07-8d72-294069ca15cd
col-e22cef2f-5f03-4521-aa04-cd52e97c05c1,Collection,Foundational Literacies,e22cef2f-5f03-4521-aa04-cd52e97c05c1
col-e3892a84-4463-4814-81df-d70e972b91c4,Collection,Network Technicians_Jun.2023,e3892a84-4463-4814-81df-d70e972b91c4
col-e447dbbd-3a92-4ce8-959c-b6e0c4c46ce1,Collection,Management_March.2022,e447dbbd-3a92-4ce8-959c-b6e0c4c46ce1
col-e4a2f7b2-24bb-472e-bbc8-cf24f6180080,Collection,Behavioral Care Coordinators,e4a2f7b2-24bb-472e-bbc8-cf24f6180080
col-e4e23fba-1124-4f62-a6af-ac241aa13cc6,Collection,Prompt Engineering,e4e23fba-1124-4f62-a6af-ac241aa13cc6
col-e4e89fcd-e7ab-493e-9865-a0b9b071f342,Collection,Tax Preparers_FEB.2023,e4e89fcd-e7ab-493e-9865-a0b9b071f342
col-e5e3b41d-4d65-407a-9e1a-b36007464d8a,Collection,Optometrists_MAY.2023,e5e3b41d-4d65-407a-9e1a-b36007464d8a
col-e9801878-59c7-41b5-b195-9480236206bd,Collection,Network Security Analysts_JUNE.2023,e9801878-59c7-41b5-b195-9480236206bd
col-e98842a0-ee48-43c0-a4f6-e68579cfffde,Collection,Higher Education Mid-Level Leaders.Jan.2023,e98842a0-ee48-43c0-a4f6-e68579cfffde
col-eae54b5f-1fb6-4302-b419-14bca0d4e905,Collection,General and Operational Management_June.2023,eae54b5f-1fb6-4302-b419-14bca0d4e905
col-eb4120d8-ee40-49b9-960e-ddc6ae00cb59,Collection,Microcredential in Marketing_February.2022,eb4120d8-ee40-49b9-960e-ddc6ae00cb59
col-eb62f1b1-0d08-47d8-8e12-6813e21f1000,Collection,AI Tooling,eb62f1b1-0d08-47d8-8e12-6813e21f1000
col-f21ac707-c599-4600-8b46-f30babba2420,Collection,Public Administration_Sept. 2023,f21ac707-c599-4600-8b46-f30babba2420
col-f2e295e7-8726-430e-9755-1ec743eb63e3,Collection,Health Science Professional_September 2023,f2e295e7-8726-430e-9755-1ec743eb63e3
col-f356f15c-5972-4b8b-9a69-c0beb2ba524c,Collection,Pharmacy Aides_MAY.2023,f356f15c-5972-4b8b-9a69-c0beb2ba524c
col-f3ecb2d8-2ccc-4c40-9509-5f877b815936,Collection,Financial Reporting_Sept.2023,f3ecb2d8-2ccc-4c40-9509-5f877b815936
col-f502361b-789f-4e78-8867-47969e989764,Collection,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other_JUN.2023",f502361b-789f-4e78-8867-47969e989764
col-f5910830-a387-446a-9b00-86eb141d1d36,Collection,Product and Experience Design_Oct.2023,f5910830-a387-446a-9b00-86eb141d1d36
col-f64ef6f9-c345-46de-89e3-fd7e1f3bff48,Collection,Compensation and Benefits Manager_Dec.2022,f64ef6f9-c345-46de-89e3-fd7e1f3bff48
col-f67400c8-d00e-4bd0-bb32-2f6fe5776508,Collection,Universal Design for Learning_Nov.2023,f67400c8-d00e-4bd0-bb32-2f6fe5776508
col-fa7661c0-ae50-4afb-b73f-bf1c2a97eb9a,Collection,Labor Relations Specialists_APR.2023,fa7661c0-ae50-4afb-b73f-bf1c2a97eb9a
col-fa7fd252-7645-47d8-8b4a-77f62eda0758,Collection,BSHA,fa7fd252-7645-47d8-8b4a-77f62eda0758
col-fe4353af-f802-4e83-acd2-7fc217b187c4,Collection,Operationalizing Conversational Artificial Intelligence (AI),fe4353af-f802-4e83-acd2-7fc217b187c4
col-ff5803d3-b842-48c7-815e-ba8340786e4c,Collection,People Development -Learning Experience Designer_JUL.2023,ff5803d3-b842-48c7-815e-ba8340786e4c
